filename,main_object,food_type,drink_type,has_person,person_who,person_emotion,person_action,close_up,top_down,bright_colors,warm_tones,dark_moody,clean_background,packaged,text_overlay,price_discount,brand_logo,cta,multiple_items,brand,year,month,ctr,impressions,spend
ad_1018856019450485_img.png,person,snack,none,True,multiple,positive,eating,False,False,True,True,False,False,True,True,False,True,False,False,SnackHub,2024,12,3.33,21806,201.94
ad_1019863515863188_img.png,food,dessert,none,False,none,none,none,False,False,True,True,False,True,True,True,False,True,False,True,SnackHub,2024,4,2.88,44993,471.54
ad_1020776322280792_img.png,food,main_dish,none,False,none,none,none,True,False,True,False,False,False,True,False,False,True,False,True,GreenPlate,2025,1,2.97,5608,57.26
ad_1021138089236469_img.png,food,main_dish,none,True,woman,none,none,True,False,True,True,False,False,False,True,False,True,False,True,GreenPlate,2025,10,3.66,56779,482.74
ad_1022000018816209_img.png,food,main_dish,none,True,none,none,none,True,False,True,True,False,False,False,True,False,True,True,False,GreenPlate,2025,8,4.38,15381,181.11
ad_1022103255699333_img.png,food,main_dish,none,True,woman,positive,eating,True,False,True,True,False,True,False,True,False,False,False,False,GreenPlate,2025,2,4.12,44768,563.41
ad_1022205769050764_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,True,False,True,True,True,True,True,GreenPlate,2025,12,4.24,3166,16.29
ad_1022240992424563_img.png,food,snack,none,False,none,none,none,True,False,True,True,False,True,True,True,False,True,False,True,SnackHub,2025,1,3.18,16003,113.18
ad_1022283549084919_img.png,person,snack,none,True,woman,positive,eating,True,False,True,False,False,False,True,True,False,True,False,False,SnackHub,2024,2,3.86,15448,187.42
ad_1022465165659580_img.png,food,snack,none,False,none,none,none,False,False,True,False,False,True,True,True,False,True,False,True,SnackHub,2024,1,2.44,7192,63.77
ad_1022959035594621_img.png,food,dessert,none,False,none,none,none,False,False,False,True,True,False,False,True,False,True,False,True,Fizzly,2025,1,2.49,18271,212.4
ad_1023258955990057_img.png,person,none,water_energy,True,multiple,positive,posing,False,False,True,False,False,True,True,True,False,True,False,False,Fizzly,2024,9,2.94,62293,527.6
ad_1024202328867190_img.png,food,dessert,none,False,none,none,none,True,False,True,True,False,True,True,True,False,True,False,True,SnackHub,2025,1,3.47,6659,59.32
ad_1024365918576664_img.png,person,snack,none,True,girl,positive,none,False,False,True,True,False,False,True,True,False,True,False,True,SnackHub,2025,4,3.2,34956,230.25
ad_1026614685321390_img.png,drink,none,alcohol,True,multiple,positive,none,False,False,True,True,False,False,False,True,False,True,False,False,CrunchBox,2025,10,3.87,4326,32.8
ad_1026830331938768_img.png,food,snack,none,False,none,none,none,True,False,True,True,False,False,True,True,False,True,False,True,SnackHub,2025,6,3.06,110133,1217.42
ad_1026911458508542_img.png,drink,none,soda_juice,False,none,none,none,False,False,True,True,False,True,True,False,False,True,False,True,Fizzly,2024,7,2.69,29278,273.21
ad_1027113211949169_img.png,person,snack,none,True,none,none,none,False,False,True,False,False,False,True,True,False,True,False,True,GreenPlate,2025,2,3.35,74990,955.6
ad_1030306541395757_img.png,food,snack,none,False,none,none,none,True,False,True,True,False,False,True,True,False,True,False,True,Fizzly,2025,6,2.76,26161,353.85
ad_1031160378197316_img.png,food,snack,none,False,none,none,none,False,False,True,True,False,True,True,True,False,True,True,True,SnackHub,2024,7,3.35,19744,205.66
ad_1031355697970332_img.png,food,snack,none,False,none,none,none,True,False,True,False,False,True,True,True,False,True,False,True,SnackHub,2025,10,2.46,29523,371.48
ad_1031452344590184_img.png,food,fast_food,none,False,none,none,none,True,True,True,True,False,False,True,False,False,True,False,False,CrunchBox,2025,10,4.25,11655,94.04
ad_1031835334598800_img.png,person,snack,none,True,multiple,positive,none,False,False,True,True,False,True,True,True,False,True,False,False,GreenPlate,2024,2,3.79,2649,24.24
ad_1032595461097920_img.png,food,dessert,none,False,none,none,none,True,True,True,True,False,True,False,False,False,False,False,True,CrunchBox,2025,2,3.68,20897,253.43
ad_1033224994465196_img.png,food,fast_food,none,False,none,none,none,False,False,True,True,False,True,False,True,False,True,True,True,SnackHub,2024,10,3.07,6276,55.62
ad_1033917654466707_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,True,False,False,False,False,False,False,GreenPlate,2025,7,3.24,4439,48.32
ad_1034285107642704_img.png,person,snack,none,True,boy,positive,eating,False,False,True,True,False,False,False,True,False,True,False,False,SnackHub,2025,12,3.46,25242,173.0
ad_1037170337314846_img.png,food,dessert,none,False,none,none,none,True,False,True,True,False,True,True,True,False,True,False,True,BurgerBee,2025,1,3.61,10106,111.14
ad_1037272434253941_img.png,food,main_dish,none,True,woman,positive,none,False,False,True,False,False,True,True,True,False,True,True,False,GreenPlate,2024,8,3.9,37335,508.32
ad_1037381120778114_img.png,food,snack,none,False,none,none,none,False,False,True,True,False,True,True,True,False,True,False,True,SnackHub,2024,11,2.64,6069,83.06
ad_1037422767457939_img.png,drink,none,alcohol,False,none,none,none,True,False,True,True,False,True,True,True,True,True,True,False,Pourly,2025,3,4.22,8342,102.13
ad_1038047157319371_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,True,False,True,True,True,True,True,GreenPlate,2025,11,4.65,42205,525.77
ad_1038065360674500_img.png,food,snack,none,False,none,none,none,True,True,True,True,False,True,True,True,False,True,False,False,SnackHub,2025,6,3.21,17673,186.97
ad_1040370066980717_img.png,food,healthy,coffee_tea,False,none,none,none,False,True,True,False,False,True,True,False,False,True,False,True,GreenPlate,2025,9,3.01,3049,33.07
ad_1041334930224420_img.png,drink,none,soda_juice,False,none,none,none,False,False,True,True,False,True,True,False,False,True,False,True,BurgerBee,2024,6,2.73,17287,109.54
ad_1042439476996981_img.png,food,dessert,none,False,none,none,none,True,False,True,False,False,True,True,True,False,True,True,True,SnackHub,2025,9,3.73,58761,554.62
ad_1043102623705065_img.png,drink,none,soda_juice,False,none,none,none,True,False,True,True,False,True,True,True,False,True,False,False,Fizzly,2025,7,3.17,8278,78.71
ad_1043286887414618_img.png,drink,none,soda_juice,False,none,none,none,True,False,True,False,False,True,False,True,False,False,False,False,Fizzly,2025,9,2.5,24295,354.34
ad_1043383150266337_img.png,food,dessert,none,False,none,none,none,True,True,True,True,False,True,False,True,False,False,True,False,SnackHub,2025,2,3.79,5713,53.19
ad_1043491653422261_img.png,person,none,alcohol,True,man,positive,posing,False,False,True,True,False,False,True,True,False,True,False,False,Pourly,2025,12,3.25,11651,122.26
ad_1044349490359300_img.png,person,healthy,soda_juice,True,woman,positive,posing,False,False,True,True,False,False,False,False,False,False,False,True,Fizzly,2024,8,3.24,39728,410.49
ad_1044512116984998_img.png,food,dessert,none,False,none,none,none,False,False,True,True,False,False,True,True,False,True,False,True,SweetSpot,2024,8,2.83,16634,189.09
ad_1044597740180518_img.png,person,snack,none,True,multiple,positive,eating,False,False,True,True,False,False,True,True,False,True,True,True,Fizzly,2025,2,4.11,48497,605.36
ad_1047187287018073_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,False,True,False,False,False,False,False,BurgerBee,2025,12,3.33,20441,148.21
ad_1047381926605531_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,True,False,True,True,True,True,True,GreenPlate,2024,4,4.65,122852,1263.81
ad_1048003473352405_img.png,food,dessert,none,False,none,none,none,True,False,True,False,False,True,False,True,False,True,False,False,SweetSpot,2024,11,3.3,2793,37.03
ad_1049245466424545_img.png,food,fast_food,none,False,none,none,none,True,False,True,True,False,False,False,False,False,False,False,True,CrunchBox,2025,7,3.57,10751,103.54
ad_1049350756489465_img.png,person,snack,water_energy,True,man,none,none,False,False,True,True,False,False,True,True,False,True,False,True,SnackHub,2025,11,2.93,4516,35.16
ad_1049449659412013_img.png,food,fast_food,none,True,multiple,none,none,True,True,True,True,False,False,False,True,True,True,True,True,BurgerBee,2024,4,5.37,4835,55.83
ad_1049908832932608_img.png,person,snack,none,True,multiple,positive,eating,False,False,False,True,False,False,True,True,False,True,False,True,SnackHub,2025,4,3.37,4879,64.59
ad_1050001763091093_img.png,food,fast_food,none,False,none,none,none,False,False,True,True,False,True,False,True,False,True,True,True,CrunchBox,2025,6,3.45,15799,88.97
ad_1050229989486910_img.png,food,dessert,none,False,none,none,none,True,False,False,True,True,True,True,True,False,True,False,False,SweetSpot,2025,10,3.57,16752,213.89
ad_1051534806055153_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,False,True,False,False,True,False,False,GreenPlate,2025,6,3.67,20485,270.74
ad_1052014026243222_img.png,food,healthy,none,False,none,none,none,False,False,True,True,False,False,False,True,False,True,False,False,GreenPlate,2025,10,2.49,4345,41.78
ad_1053766935994594_img.png,person,snack,none,True,multiple,positive,none,False,False,True,True,False,False,True,True,False,True,True,True,SnackHub,2025,3,3.95,9660,143.29
ad_1054111932261194_img.png,food,snack,none,False,none,none,none,False,True,True,True,False,True,True,True,False,True,False,True,SnackHub,2025,9,2.75,5093,65.53
ad_1054496222564319_img.png,food,main_dish,none,False,none,none,none,True,False,True,False,False,True,True,True,False,True,False,False,GreenPlate,2024,12,2.91,34060,433.81
ad_1054726302511004_img.png,person,snack,none,True,none,none,none,True,False,True,False,False,False,True,True,False,True,False,True,SnackHub,2025,10,3.23,5595,69.82
ad_1056007172144112_img.png,person,main_dish,none,True,man,positive,posing,False,False,True,True,False,False,True,True,False,True,False,False,GreenPlate,2024,11,3.7,10789,70.19
ad_1060406685326217_img.png,person,snack,none,False,none,none,none,False,False,True,True,False,True,True,True,False,True,False,False,SnackHub,2024,2,2.71,23395,167.8
ad_1061259408583474_img.png,person,none,alcohol,True,man,positive,drinking,True,False,True,True,False,True,False,True,False,True,False,False,GreenPlate,2024,6,4.65,7218,69.58
ad_1061310011899526_img.png,food,healthy,coffee_tea,False,none,none,none,True,True,True,False,False,True,True,False,False,True,False,True,GreenPlate,2025,12,3.23,26738,204.28
ad_1062305114972876_img.png,food,fast_food,none,True,man,none,none,True,True,True,True,False,False,False,True,False,True,True,False,CrunchBox,2024,7,4.71,65912,603.25
ad_1063585918148752_img.png,person,snack,none,True,multiple,positive,none,False,False,True,True,False,False,True,True,False,True,True,True,BurgerBee,2024,12,3.94,16150,224.24
ad_1065908331490568_img.png,food,fast_food,none,False,none,none,none,False,False,True,True,False,True,False,True,False,True,True,True,CrunchBox,2024,9,3.56,32912,435.86
ad_1068754364782904_img.png,food,snack,none,False,none,none,none,True,False,True,True,False,False,True,True,False,True,False,True,SnackHub,2025,3,3.04,1680,18.98
ad_107067482486935_img.png,drink,none,alcohol,False,none,none,none,True,False,True,False,False,True,True,True,False,True,False,True,Pourly,2025,10,2.08,8698,118.13
ad_1071477497302380_img.png,person,dessert,none,False,none,none,none,False,False,True,False,False,True,False,True,False,False,False,True,CrunchBox,2024,3,2.73,16073,206.34
ad_1071702687101920_img.png,food,healthy,soda_juice,False,none,none,none,False,False,True,True,False,False,True,False,False,True,False,True,Fizzly,2024,7,2.69,4661,43.3
ad_1075500603857054_img.png,food,dessert,none,False,none,none,none,True,False,True,False,False,True,True,False,False,True,False,False,SweetSpot,2025,4,3.7,16442,115.27
ad_1075889936752433_img.png,person,snack,none,True,multiple,positive,posing,False,False,True,False,False,False,True,True,False,True,False,True,SnackHub,2024,8,3.06,38558,391.06
ad_1076478746862937_img.png,drink,none,alcohol,False,none,none,none,True,False,True,True,False,True,False,True,True,True,True,False,Pourly,2025,7,4.48,2039,25.21
ad_1077564736958555_img.png,food,main_dish,none,False,none,none,none,True,True,True,True,False,True,False,True,True,True,True,False,GreenPlate,2024,5,4.89,4068,38.09
ad_1079193519730949_img.png,person,fast_food,none,True,multiple,positive,none,False,False,True,True,False,False,False,True,False,True,False,True,BurgerBee,2024,7,2.97,16071,187.51
ad_1080216916681164_img.png,food,fast_food,none,False,none,none,none,True,False,True,True,False,False,True,True,True,True,False,False,CrunchBox,2025,3,4.03,21171,125.83
ad_1082722919541388_img.png,drink,none,alcohol,False,none,none,none,True,False,True,True,False,False,True,True,False,True,False,False,Pourly,2024,12,2.83,27947,348.78
ad_1083376293033369_img.png,food,main_dish,none,False,none,none,none,False,False,True,False,False,True,False,False,False,False,False,False,GreenPlate,2025,2,2.94,14926,195.94
ad_1085196699309939_img.png,person,snack,none,True,multiple,positive,posing,False,False,True,True,False,False,True,True,False,True,True,True,SnackHub,2025,6,3.96,21194,255.78
ad_1087417348989489_img.png,drink,none,soda_juice,True,none,none,none,True,False,True,True,False,False,True,True,False,True,True,False,Fizzly,2024,2,4.35,32974,483.82
ad_1087535369289067_img.png,person,snack,none,True,multiple,positive,posing,False,False,True,True,False,False,True,True,False,True,False,True,SnackHub,2025,3,3.46,8826,117.09
ad_1092650218663188_img.png,food,snack,none,False,none,none,none,False,False,True,False,False,True,True,True,False,True,False,False,SnackHub,2025,6,2.52,7269,101.99
ad_1093853808611725_img.png,food,dessert,none,False,none,none,none,True,False,True,False,False,True,True,True,False,False,False,True,SnackHub,2024,5,3.18,11287,161.81
ad_1102036044237037_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,False,True,True,False,True,False,True,BurgerBee,2025,8,2.35,16309,212.24
ad_1102620237652658_img.png,person,none,alcohol,True,man,none,none,True,False,False,True,False,False,False,True,False,True,False,False,Pourly,2024,9,3.59,6916,81.21
ad_1102916250677268_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,False,True,False,False,True,False,False,GreenPlate,2025,11,3.5,9011,45.57
ad_1106195777351189_img.png,food,dessert,none,False,none,none,none,True,False,True,True,False,True,True,True,False,True,False,True,SweetSpot,2025,3,3.5,19884,192.04
ad_1108429960147272_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,False,True,False,False,True,False,True,GreenPlate,2025,12,3.34,15642,167.55
ad_1115213859655748_img.png,person,dessert,none,True,woman,positive,eating,False,False,True,True,False,False,True,False,False,False,False,True,SweetSpot,2025,10,3.69,11099,89.24
ad_1115525739412058_img.png,drink,none,alcohol,False,none,none,none,False,True,True,True,False,False,True,True,False,True,False,True,SweetSpot,2024,3,2.64,2342,19.16
ad_1116175846042864_img.png,food,dessert,none,False,none,none,none,True,False,True,True,False,False,False,True,False,True,False,False,SnackHub,2024,3,3.3,13312,194.51
ad_1116751219429407_img.png,drink,none,soda_juice,False,none,none,none,False,False,True,True,False,False,True,False,False,True,False,True,Fizzly,2024,6,2.76,5064,70.48
ad_1118994739070284_img.png,food,fast_food,none,False,none,none,none,False,False,True,True,False,True,True,True,False,True,True,True,CrunchBox,2024,1,3.67,35706,481.74
ad_1122060795749594_img.png,food,dessert,none,False,none,none,none,True,False,True,True,False,False,False,True,False,False,False,False,SweetSpot,2025,7,3.29,9811,88.89
ad_1123292728811851_img.png,drink,none,alcohol,True,none,none,none,False,False,True,True,False,False,True,True,False,True,False,False,Pourly,2024,12,3.0,4933,25.34
ad_1124809398515085_img.png,food,snack,none,False,none,none,none,True,False,True,True,False,True,True,False,False,True,False,True,SnackHub,2025,1,3.13,12562,72.89
ad_1125441795527453_img.png,food,main_dish,none,False,none,none,none,True,False,True,False,False,True,False,True,False,True,False,False,GreenPlate,2025,5,2.93,47605,386.65
ad_1125723642080515_2_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,True,False,True,False,True,False,True,GreenPlate,2025,10,2.63,25104,129.47
ad_1125723642080515_3_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,True,False,True,False,True,False,True,GreenPlate,2024,8,2.58,16645,86.08
ad_1125723642080515_4_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,True,False,True,False,True,False,True,GreenPlate,2024,4,2.33,3547,50.25
ad_1128473708292462_img.png,food,snack,none,False,none,none,none,False,False,True,False,False,True,True,True,False,True,False,True,SnackHub,2025,5,2.29,67616,815.56
ad_113023178567520_img.png,food,fast_food,none,False,none,none,none,False,False,True,True,False,False,True,True,False,True,True,True,CrunchBox,2024,4,3.6,7175,58.04
ad_1130782651568204_img.png,food,dessert,none,False,none,none,none,False,False,True,False,False,True,True,True,False,True,False,True,SnackHub,2025,12,2.53,33988,215.02
ad_1132333384426135_img.png,food,dessert,none,False,none,none,none,True,False,True,True,False,True,False,True,False,True,False,False,Fizzly,2024,12,3.44,9649,97.61
ad_1136615144295469_2_img.png,food,main_dish,none,False,none,none,none,True,True,True,True,False,True,False,False,False,True,False,False,GreenPlate,2025,4,3.71,30869,156.0
ad_1145675593098478_img.png,drink,none,alcohol,True,man,none,none,True,False,True,True,False,False,False,True,False,True,False,False,Pourly,2024,12,3.32,49358,709.97
ad_1148331432964372_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,False,False,True,False,True,False,False,SnackHub,2025,8,2.97,25543,233.67
ad_1148376339549421_img.png,drink,none,soda_juice,False,none,none,none,True,False,True,False,False,True,False,True,False,False,False,False,Fizzly,2025,2,2.65,28448,256.7
ad_1148950569685802_img.png,person,dessert,none,True,man,positive,eating,False,False,True,True,False,False,False,True,False,False,False,False,SweetSpot,2025,1,3.68,12107,107.82
ad_1149945889489057_img.png,drink,none,soda_juice,False,none,none,none,False,False,True,False,False,False,True,True,False,True,False,True,Fizzly,2025,3,2.57,8656,49.28
ad_1150696532557081_img.png,food,healthy,none,False,none,none,none,True,False,True,True,False,False,False,False,False,False,False,False,GreenPlate,2025,9,3.4,15341,174.63
ad_1150937816041944_1_img.png,food,healthy,none,False,none,none,none,False,False,True,False,False,False,False,True,False,False,False,True,GreenPlate,2025,4,2.26,9509,117.25
ad_1150937816041944_2_img.png,food,snack,none,False,none,none,none,False,False,True,False,False,True,True,True,False,True,False,True,SnackHub,2024,10,2.59,157503,1852.43
ad_1150982289215608_img.png,food,dessert,none,False,none,none,none,False,False,True,False,False,True,False,False,False,False,False,False,SnackHub,2025,5,3.07,4952,31.62
ad_1151354785870376_img.png,food,none,soda_juice,False,none,none,none,False,True,True,True,False,False,True,False,False,True,False,True,Fizzly,2024,2,2.63,36391,392.6
ad_1151651362384718_img.png,food,snack,none,True,multiple,positive,none,False,False,True,True,False,False,True,True,False,True,False,True,GreenPlate,2025,4,3.69,22408,239.65
ad_1153500549213525_img.png,drink,none,soda_juice,True,none,none,none,True,True,True,True,False,False,True,True,False,True,True,False,BurgerBee,2025,2,4.19,16812,230.06
ad_1162155581862073_img.png,food,snack,none,False,none,none,none,False,False,True,False,False,True,True,True,False,True,True,True,SnackHub,2025,2,2.87,58681,515.88
ad_1162211001383813_img.png,food,main_dish,none,False,none,none,none,True,False,True,False,False,True,True,False,False,True,False,False,CrunchBox,2024,4,3.4,18004,156.9
ad_1162293988438688_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,True,False,True,False,True,False,True,Fizzly,2024,6,2.11,7080,79.19
ad_1170500954087224_img.png,none,none,alcohol,True,multiple,none,none,False,False,True,True,False,True,False,True,False,True,False,False,Pourly,2025,7,2.84,17885,202.65
ad_1173197433806251_img.png,drink,none,alcohol,False,none,none,none,True,False,True,True,False,False,True,False,False,True,False,False,Pourly,2025,10,3.15,11123,107.81
ad_1174643883700409_img.png,food,none,soda_juice,False,none,none,none,False,False,True,True,False,False,True,False,False,True,False,True,Fizzly,2024,3,2.83,22098,208.4
ad_1190372205738898_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,True,False,True,False,True,False,False,SnackHub,2025,3,2.34,30123,299.47
ad_1194344791704040_img.png,person,main_dish,none,True,man,positive,eating,False,False,True,False,False,True,False,True,True,True,True,True,GreenPlate,2024,10,4.56,5658,77.01
ad_1216375862858783_img.png,drink,none,alcohol,False,none,none,none,True,False,False,False,True,False,True,True,False,True,False,False,Pourly,2024,6,3.22,44149,424.35
ad_1221142239074182_img.png,drink,none,soda_juice,True,none,none,none,True,False,True,True,False,False,True,True,False,True,True,False,Fizzly,2024,12,4.38,10353,149.08
ad_1222742582456322_img.png,food,snack,none,False,none,none,none,False,False,True,True,False,False,True,True,False,True,False,True,Pourly,2025,3,2.25,20818,209.01
ad_1223267171965409_img.png,food,snack,none,True,multiple,positive,none,False,False,True,True,False,True,True,True,False,True,True,True,GreenPlate,2024,2,4.47,24761,358.84
ad_1224953698884217_img.png,food,dessert,coffee_tea,False,none,none,none,False,True,True,True,False,True,True,False,False,True,False,True,Fizzly,2024,8,3.27,19290,257.1
ad_1225869395266363_img.png,person,none,water_energy,True,woman,positive,posing,False,False,True,True,False,False,True,True,False,True,True,False,SweetSpot,2025,5,3.72,11978,103.3
ad_123015040898683_img.png,food,fast_food,none,True,multiple,positive,none,True,False,True,True,False,False,False,True,False,True,True,False,SweetSpot,2024,1,4.77,8196,111.76
ad_1230842980922259_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,True,True,False,False,True,False,False,Fizzly,2025,3,3.4,10208,62.28
ad_1232594310763543_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,True,False,True,False,True,False,False,SnackHub,2025,10,2.83,63906,910.69
ad_1253021985381377_img.png,drink,none,soda_juice,False,none,none,none,False,False,True,True,False,True,True,True,False,True,True,True,Fizzly,2024,8,2.87,5620,63.6
ad_1256115202463934_2_img.png,food,main_dish,none,False,none,none,none,True,False,True,True,False,False,False,True,False,True,False,False,GreenPlate,2025,4,3.19,6507,36.07
ad_1261019577910211_img.png,person,snack,none,True,none,none,none,False,False,True,True,False,False,True,False,False,True,False,False,SnackHub,2025,7,3.67,6228,71.26
ad_1262735238492204_img.png,food,main_dish,none,False,none,none,none,True,False,True,False,False,True,False,True,False,True,False,False,GreenPlate,2024,10,2.85,15302,225.59
ad_1263089371040168_img.png,food,fast_food,none,False,none,none,none,True,False,True,True,False,True,False,True,False,True,True,True,BurgerBee,2024,12,3.59,2908,16.57
ad_1265891534125205_img.png,food,snack,none,False,none,none,none,True,True,True,False,False,True,True,True,False,True,False,True,SnackHub,2025,2,2.79,3451,36.4
ad_1265967454090722_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,False,False,True,False,True,False,False,GreenPlate,2024,7,2.67,10291,128.41
ad_126607700544343_img.png,person,none,soda_juice,True,woman,positive,eating,False,False,True,True,False,True,False,True,False,True,False,False,Fizzly,2025,5,3.11,3685,48.28
ad_1269204210451542_img.png,food,dessert,none,False,none,none,none,True,True,True,True,False,True,False,False,False,False,False,False,SnackHub,2025,5,3.91,3998,36.53
ad_126964050466070_img.png,drink,none,alcohol,False,none,none,none,False,False,True,False,False,True,True,True,False,True,False,False,Pourly,2024,6,2.36,3713,26.15
ad_1273092880024762_img.png,food,main_dish,none,False,none,none,none,False,False,True,True,False,False,False,True,True,True,False,True,SnackHub,2025,9,2.89,5729,31.07
ad_127470850455070_img.png,person,dessert,none,True,woman,positive,none,False,False,True,True,False,True,True,False,False,True,False,True,BurgerBee,2025,6,4.08,27757,299.7
ad_127685333763676_img.png,food,snack,none,False,none,none,none,True,False,True,True,False,True,True,True,False,True,False,False,SnackHub,2025,12,3.29,34742,331.06
